,time,x_1s,y_1s,z_1s
358,2019-11-15 00:08:12,0.01953125,0.0,-1.0
359,2019-11-15 00:08:13,0.01953125,0.0,-1.0
360,2019-11-15 00:08:17,0.01953125,0.0,-1.0
361,2019-11-15 00:08:19,0.01953125,0.0,-1.0
362,2019-11-15 00:08:20,0.01953125,0.0,-1.0
363,2019-11-15 00:08:22,0.01953125,0.0,-1.0
364,2019-11-15 00:08:23,0.01953125,0.0,-1.0
365,2019-11-15 00:08:25,0.01953125,0.0,-1.0
366,2019-11-15 00:08:30,0.01953125,0.0,-1.0
367,2019-11-15 00:08:31,0.01953125,0.0,-1.0
368,2019-11-15 00:08:33,0.01953125,0.0,-1.0
369,2019-11-15 00:08:34,0.01953125,0.0,-1.0
370,2019-11-15 00:08:36,0.01953125,0.0,-1.0
371,2019-11-15 00:08:37,0.01953125,0.0,-1.0
372,2019-11-15 00:08:38,0.01953125,0.0,-1.0
373,2019-11-15 00:08:39,0.01953125,0.0,-1.0
374,2019-11-15 00:08:40,0.01953125,0.0,-1.0
375,2019-11-15 00:08:41,0.01953125,0.0,-1.0
376,2019-11-15 00:08:43,0.02734375,0.0,-1.0
377,2019-11-15 00:08:44,0.01953125,0.0,-1.0
378,2019-11-15 00:08:46,0.01953125,0.0,-1.0
379,2019-11-15 00:08:47,0.01953125,0.0,-1.0
380,2019-11-15 00:08:48,0.01953125,0.0,-1.0
381,2019-11-15 00:08:49,0.01953125,0.0,-1.0
382,2019-11-15 00:08:50,0.01953125,0.0,-1.0
383,2019-11-15 00:08:51,0.01953125,0.0,-1.0
384,2019-11-15 00:08:53,0.01953125,0.0,-1.0
385,2019-11-15 00:08:54,0.01953125,0.0,-1.0
386,2019-11-15 00:08:55,0.01953125,0.0,-1.0
387,2019-11-15 00:08:56,0.01953125,0.0,-1.0
388,2019-11-15 00:08:57,0.01953125,0.0,-1.0
389,2019-11-15 00:08:58,0.01953125,0.0,-1.0
390,2019-11-15 00:08:59,0.01953125,0.0,-1.0
391,2019-11-15 00:09:00,0.01953125,0.0,-1.0
392,2019-11-15 00:09:01,0.01953125,0.0,-1.0
393,2019-11-15 00:09:03,0.01953125,0.0,-0.98828125
394,2019-11-15 00:09:04,0.01953125,0.0,-1.0
395,2019-11-15 00:09:05,0.01953125,0.0,-1.0
396,2019-11-15 00:09:06,0.02734375,0.0,-1.01953125
397,2019-11-15 00:09:07,0.01953125,0.0,-1.0
398,2019-11-15 00:09:08,0.01953125,0.0,-1.0
399,2019-11-15 00:09:09,0.01953125,0.0,-1.0
400,2019-11-15 00:09:10,0.01953125,0.0,-1.0
401,2019-11-15 00:09:11,0.01953125,0.0,-1.0
402,2019-11-15 00:09:13,0.01953125,0.0,-1.0
403,2019-11-15 00:09:14,0.01953125,0.0,-1.0
404,2019-11-15 00:09:15,0.01953125,0.0,-1.0
405,2019-11-15 00:09:16,0.01953125,0.0,-1.0
406,2019-11-15 00:09:17,0.01953125,0.0,-1.0
407,2019-11-15 00:09:19,0.01953125,0.0,-1.0
408,2019-11-15 00:09:20,0.01953125,0.0,-1.0
409,2019-11-15 00:09:22,0.01953125,0.0,-1.0
410,2019-11-15 00:09:23,0.01953125,0.0,-1.0
411,2019-11-15 00:09:24,0.01953125,0.0,-1.0
412,2019-11-15 00:09:25,0.01953125,0.0,-1.0
413,2019-11-15 00:09:26,0.01953125,0.0,-1.0
414,2019-11-15 00:09:29,0.02734375,0.0,-1.0
415,2019-11-15 00:09:30,0.01953125,0.0,-1.0
416,2019-11-15 00:09:31,0.01953125,0.0,-1.0
417,2019-11-15 00:09:32,0.01953125,0.0,-1.0
418,2019-11-15 00:09:36,0.02734375,0.0,-1.0
419,2019-11-15 00:09:37,0.01953125,0.0,-1.0
420,2019-11-15 00:09:41,0.01953125,0.0,-1.0
421,2019-11-15 00:09:42,0.01953125,0.0,-1.0
422,2019-11-15 00:09:45,0.01953125,0.0,-1.0
423,2019-11-15 00:09:46,0.02734375,0.0,-0.98828125
424,2019-11-15 00:09:48,0.01953125,0.0,-1.0
425,2019-11-15 00:09:49,0.01953125,0.0,-0.98828125
426,2019-11-15 00:09:51,0.01953125,0.0,-1.0
427,2019-11-15 00:09:52,0.01953125,0.0,-1.0
428,2019-11-15 00:09:53,0.01953125,0.0,-1.0
429,2019-11-15 00:09:54,0.01953125,0.0,-1.0
430,2019-11-15 00:09:55,0.01953125,0.0,-1.0
431,2019-11-15 00:09:57,0.01953125,0.0,-1.0
432,2019-11-15 00:09:58,0.01953125,0.0,-1.0
433,2019-11-15 00:09:59,0.01953125,0.0,-1.0
434,2019-11-15 00:10:02,0.01953125,0.0,-1.0
435,2019-11-15 00:10:03,0.01953125,0.0,-0.98828125
436,2019-11-15 00:10:04,0.01953125,0.0,-1.0
437,2019-11-15 00:10:06,0.01953125,0.0,-1.0
438,2019-11-15 00:10:08,0.01953125,0.0,-1.0
439,2019-11-15 00:10:09,0.01953125,0.0,-1.0
440,2019-11-15 00:10:14,0.01953125,0.0,-1.0
441,2019-11-15 00:10:15,0.01953125,0.0,-1.0
442,2019-11-15 00:10:17,0.01953125,0.0,-1.0
443,2019-11-15 00:10:18,0.01953125,0.0,-1.0
444,2019-11-15 00:10:20,0.01953125,0.0,-1.0
445,2019-11-15 00:10:21,0.01953125,0.0,-1.0
446,2019-11-15 00:10:22,0.01953125,0.0,-0.98828125
447,2019-11-15 00:10:24,0.01953125,0.0,-1.0
448,2019-11-15 00:10:25,0.01953125,0.0,-1.0
449,2019-11-15 00:10:26,0.01953125,0.0,-1.0
450,2019-11-15 00:10:28,0.01953125,0.0,-1.0078125
451,2019-11-15 00:10:29,0.01953125,0.0,-1.0
452,2019-11-15 00:10:30,0.01953125,0.0,-1.0
453,2019-11-15 00:10:33,0.01953125,0.0,-1.01953125
454,2019-11-15 00:10:34,0.01953125,0.0,-1.0
455,2019-11-15 00:10:35,0.01953125,0.0,-1.0
456,2019-11-15 00:10:36,0.01953125,0.0,-1.0
457,2019-11-15 00:10:37,0.01953125,0.0,-1.0
458,2019-11-15 00:10:40,0.01953125,0.0,-1.0
459,2019-11-15 00:10:41,0.01953125,0.0,-1.0
460,2019-11-15 00:10:42,0.01953125,0.0,-1.0
461,2019-11-15 00:10:44,0.01953125,0.0,-1.0
462,2019-11-15 00:10:45,0.01953125,0.0,-1.0
463,2019-11-15 00:10:46,0.01953125,0.0,-1.0
